TIME,PowerConsumption(inkW),Power(inKwh),Power_final
06:08:00,58,0.966666667,4.833333335
06:08:00,41,0.683333333,3.416666665
06:08:00,58,0.966666667,4.833333335
06:08:00,33,0.55,2.75
06:08:00,42,0.7,3.5
06:08:00,32,0.533333333,2.666666665
06:08:00,37,0.616666667,3.083333335
06:08:00,44,0.733333333,3.666666665
06:08:00,36,0.6,3
06:08:00,55,0.916666667,4.583333335
06:08:00,56,0.933333333,4.666666665
06:08:00,38,0.633333333,3.166666665
06:08:00,37,0.616666667,3.083333335
06:08:00,55,0.916666667,4.583333335
06:08:00,47,0.783333333,3.916666665
06:08:00,44,0.733333333,3.666666665
06:08:00,53,0.883333333,4.416666665
06:08:00,50,0.833333333,4.166666665
06:08:00,53,0.883333333,4.416666665
06:08:00,51,0.85,4.25
06:08:00,52,0.866666667,4.333333335
06:08:00,34,0.566666667,2.833333335
06:08:00,60,1,5
06:08:00,43,0.716666667,3.583333335
06:08:00,51,0.85,4.25
06:08:00,36,0.6,3
06:08:00,58,0.966666667,4.833333335
06:08:00,47,0.783333333,3.916666665
06:08:00,56,0.933333333,4.666666665
06:08:00,50,0.833333333,4.166666665
06:08:00,42,0.7,3.5
06:08:00,45,0.75,3.75
06:08:00,44,0.733333333,3.666666665
06:08:00,55,0.916666667,4.583333335
06:08:00,35,0.583333333,2.916666665
06:08:00,57,0.95,4.75
06:08:00,46,0.766666667,3.833333335
06:09:00,59,0.983333333,4.916666665
06:09:00,33,0.55,2.75
06:09:00,60,1,5
06:09:00,46,0.766666667,3.833333335
06:09:00,54,0.9,4.5
06:09:00,44,0.733333333,3.666666665
06:09:00,36,0.6,3
06:09:00,33,0.55,2.75
06:09:00,38,0.633333333,3.166666665
06:09:00,39,0.65,3.25
06:09:00,48,0.8,4
06:09:00,49,0.816666667,4.083333335
06:09:00,37,0.616666667,3.083333335
06:09:00,57,0.95,4.75
06:09:00,42,0.7,3.5
06:09:00,42,0.7,3.5
06:09:00,43,0.716666667,3.583333335
06:09:00,43,0.716666667,3.583333335
06:09:00,54,0.9,4.5
06:09:00,55,0.916666667,4.583333335
06:09:00,41,0.683333333,3.416666665
06:09:00,49,0.816666667,4.083333335
06:09:00,37,0.616666667,3.083333335
06:09:00,37,0.616666667,3.083333335
06:09:00,50,0.833333333,4.166666665
06:09:00,56,0.933333333,4.666666665
06:09:00,31,0.516666667,2.583333335
06:09:00,45,0.75,3.75
06:09:00,45,0.75,3.75
06:09:00,33,0.55,2.75
06:09:00,50,0.833333333,4.166666665
06:09:00,34,0.566666667,2.833333335
06:09:00,34,0.566666667,2.833333335
06:09:00,59,0.983333333,4.916666665
06:09:00,35,0.583333333,2.916666665
06:09:00,51,0.85,4.25
06:09:00,34,0.566666667,2.833333335
06:09:00,49,0.816666667,4.083333335
06:09:00,45,0.75,3.75
06:09:00,56,0.933333333,4.666666665
06:09:00,34,0.566666667,2.833333335
06:09:00,35,0.583333333,2.916666665
06:09:00,44,0.733333333,3.666666665
06:09:00,31,0.516666667,2.583333335
06:09:00,60,1,5
06:09:00,38,0.633333333,3.166666665
06:09:00,59,0.983333333,4.916666665
06:09:00,39,0.65,3.25
06:09:00,32,0.533333333,2.666666665
06:09:00,44,0.733333333,3.666666665
06:09:00,31,0.516666667,2.583333335
06:09:00,46,0.766666667,3.833333335
06:09:00,35,0.583333333,2.916666665
06:09:00,36,0.6,3
06:09:00,54,0.9,4.5
06:09:00,37,0.616666667,3.083333335
06:09:00,59,0.983333333,4.916666665
06:09:00,47,0.783333333,3.916666665
06:09:00,49,0.816666667,4.083333335
06:09:00,35,0.583333333,2.916666665
06:10:00,40,0.666666667,3.333333335
06:10:00,53,0.883333333,4.416666665
06:10:00,47,0.783333333,3.916666665
06:10:00,41,0.683333333,3.416666665
06:10:00,44,0.733333333,3.666666665
06:10:00,53,0.883333333,4.416666665
06:10:00,36,0.6,3
06:10:00,45,0.75,3.75
06:10:00,38,0.633333333,3.166666665
06:10:00,32,0.533333333,2.666666665
06:10:00,46,0.766666667,3.833333335
06:10:00,58,0.966666667,4.833333335
06:10:00,38,0.633333333,3.166666665
06:10:00,58,0.966666667,4.833333335
06:10:00,32,0.533333333,2.666666665
06:10:00,31,0.516666667,2.583333335
06:10:00,47,0.783333333,3.916666665
06:10:00,60,1,5
06:10:00,37,0.616666667,3.083333335
06:10:00,31,0.516666667,2.583333335
06:10:00,52,0.866666667,4.333333335
06:10:00,51,0.85,4.25
06:10:00,54,0.9,4.5
06:10:00,46,0.766666667,3.833333335
06:10:00,43,0.716666667,3.583333335
06:10:00,53,0.883333333,4.416666665
06:10:00,53,0.883333333,4.416666665
06:10:00,60,1,5
06:10:00,38,0.633333333,3.166666665
06:10:00,34,0.566666667,2.833333335
06:10:00,57,0.95,4.75
06:10:00,41,0.683333333,3.416666665
06:10:00,40,0.666666667,3.333333335
06:10:00,45,0.75,3.75
06:10:00,55,0.916666667,4.583333335
06:10:00,50,0.833333333,4.166666665
06:10:00,35,0.583333333,2.916666665
06:10:00,50,0.833333333,4.166666665
06:10:00,43,0.716666667,3.583333335
06:10:00,46,0.766666667,3.833333335
06:10:00,36,0.6,3
06:10:00,46,0.766666667,3.833333335
06:10:00,58,0.966666667,4.833333335
06:10:00,54,0.9,4.5
06:10:00,45,0.75,3.75
06:10:00,52,0.866666667,4.333333335
06:10:00,50,0.833333333,4.166666665
06:10:00,35,0.583333333,2.916666665
06:10:00,33,0.55,2.75
06:10:00,60,1,5
06:10:00,40,0.666666667,3.333333335
06:10:00,33,0.55,2.75
06:10:00,59,0.983333333,4.916666665
06:10:00,41,0.683333333,3.416666665
06:10:00,37,0.616666667,3.083333335
06:10:00,36,0.6,3
06:10:00,39,0.65,3.25
06:10:00,42,0.7,3.5
06:10:00,54,0.9,4.5
06:10:00,34,0.566666667,2.833333335
06:11:00,58,0.966666667,4.833333335
06:11:00,36,0.6,3
06:11:00,44,0.733333333,3.666666665
06:11:00,35,0.583333333,2.916666665
06:11:00,59,0.983333333,4.916666665
06:11:00,45,0.75,3.75
06:11:00,51,0.85,4.25
06:11:00,51,0.85,4.25
06:11:00,33,0.55,2.75
06:11:00,50,0.833333333,4.166666665
06:11:00,45,0.75,3.75
06:11:00,53,0.883333333,4.416666665
06:11:00,39,0.65,3.25
06:11:00,42,0.7,3.5
06:11:00,56,0.933333333,4.666666665
06:11:00,57,0.95,4.75
06:11:00,41,0.683333333,3.416666665
06:11:00,38,0.633333333,3.166666665
06:11:00,57,0.95,4.75
06:11:00,53,0.883333333,4.416666665
06:11:00,50,0.833333333,4.166666665
06:11:00,59,0.983333333,4.916666665
06:11:00,39,0.65,3.25
06:11:00,42,0.7,3.5
06:11:00,32,0.533333333,2.666666665
06:11:00,41,0.683333333,3.416666665
06:11:00,48,0.8,4
06:11:00,48,0.8,4
06:11:00,51,0.85,4.25
06:11:00,32,0.533333333,2.666666665
06:11:00,45,0.75,3.75
06:11:00,37,0.616666667,3.083333335
06:11:00,37,0.616666667,3.083333335
06:11:00,45,0.75,3.75
06:11:00,35,0.583333333,2.916666665
06:11:00,49,0.816666667,4.083333335
06:11:00,36,0.6,3
06:11:00,46,0.766666667,3.833333335
06:11:00,41,0.683333333,3.416666665
06:11:00,43,0.716666667,3.583333335
06:11:00,34,0.566666667,2.833333335
06:11:00,35,0.583333333,2.916666665
06:11:00,39,0.65,3.25
06:11:00,54,0.9,4.5
06:11:00,48,0.8,4
06:11:00,60,1,5
06:11:00,36,0.6,3
06:11:00,39,0.65,3.25
06:11:00,52,0.866666667,4.333333335
06:11:00,43,0.716666667,3.583333335
06:11:00,43,0.716666667,3.583333335
06:11:00,31,0.516666667,2.583333335
06:11:00,48,0.8,4
06:11:00,56,0.933333333,4.666666665
06:11:00,48,0.8,4
06:11:00,56,0.933333333,4.666666665
06:11:00,31,0.516666667,2.583333335
06:11:00,50,0.833333333,4.166666665
06:11:00,33,0.55,2.75
06:11:00,41,0.683333333,3.416666665
06:12:00,37,0.616666667,3.083333335
06:12:00,52,0.866666667,4.333333335
06:12:00,46,0.766666667,3.833333335
06:12:00,37,0.616666667,3.083333335
06:12:00,54,0.9,4.5
06:12:00,52,0.866666667,4.333333335
06:12:00,59,0.983333333,4.916666665
06:12:00,49,0.816666667,4.083333335
06:12:00,43,0.716666667,3.583333335
06:12:00,35,0.583333333,2.916666665
06:12:00,38,0.633333333,3.166666665
06:12:00,48,0.8,4
06:12:00,34,0.566666667,2.833333335
06:12:00,32,0.533333333,2.666666665
06:12:00,46,0.766666667,3.833333335
06:12:00,50,0.833333333,4.166666665
06:12:00,60,1,5
06:12:00,50,0.833333333,4.166666665
06:12:00,40,0.666666667,3.333333335
06:12:00,60,1,5
06:12:00,59,0.983333333,4.916666665
06:12:00,59,0.983333333,4.916666665
06:12:00,49,0.816666667,4.083333335
06:12:00,55,0.916666667,4.583333335
06:12:00,38,0.633333333,3.166666665
06:12:00,46,0.766666667,3.833333335
06:12:00,33,0.55,2.75
06:12:00,46,0.766666667,3.833333335
06:12:00,35,0.583333333,2.916666665
06:12:00,51,0.85,4.25
06:12:00,58,0.966666667,4.833333335
06:12:00,39,0.65,3.25
06:12:00,33,0.55,2.75
06:12:00,33,0.55,2.75
06:12:00,50,0.833333333,4.166666665
06:12:00,39,0.65,3.25
06:12:00,32,0.533333333,2.666666665
06:12:00,38,0.633333333,3.166666665
06:12:00,42,0.7,3.5
06:12:00,33,0.55,2.75
06:12:00,59,0.983333333,4.916666665
06:12:00,53,0.883333333,4.416666665
06:12:00,51,0.85,4.25
06:12:00,34,0.566666667,2.833333335
06:12:00,50,0.833333333,4.166666665
06:12:00,52,0.866666667,4.333333335
06:12:00,43,0.716666667,3.583333335
06:12:00,32,0.533333333,2.666666665
06:12:00,31,0.516666667,2.583333335
06:12:00,52,0.866666667,4.333333335
06:12:00,56,0.933333333,4.666666665
06:12:00,41,0.683333333,3.416666665
06:12:00,39,0.65,3.25
06:12:00,48,0.8,4
06:12:00,51,0.85,4.25
06:12:00,42,0.7,3.5
06:12:00,59,0.983333333,4.916666665
06:12:00,48,0.8,4
06:12:00,34,0.566666667,2.833333335
06:12:00,55,0.916666667,4.583333335
06:13:00,46,0.766666667,3.833333335
06:13:00,45,0.75,3.75
06:13:00,47,0.783333333,3.916666665
06:13:00,57,0.95,4.75
06:13:00,43,0.716666667,3.583333335
06:13:00,32,0.533333333,2.666666665
06:13:00,41,0.683333333,3.416666665
06:13:00,57,0.95,4.75
06:13:00,47,0.783333333,3.916666665
06:13:00,42,0.7,3.5
06:13:00,38,0.633333333,3.166666665
06:13:00,48,0.8,4
06:13:00,44,0.733333333,3.666666665
06:13:00,39,0.65,3.25
06:13:00,47,0.783333333,3.916666665
06:13:00,36,0.6,3
06:13:00,45,0.75,3.75
06:13:00,49,0.816666667,4.083333335
06:13:00,51,0.85,4.25
06:13:00,42,0.7,3.5
06:13:00,55,0.916666667,4.583333335
06:13:00,60,1,5
06:13:00,54,0.9,4.5
06:13:00,53,0.883333333,4.416666665
06:13:00,37,0.616666667,3.083333335
06:13:00,34,0.566666667,2.833333335
06:13:00,52,0.866666667,4.333333335
06:13:00,42,0.7,3.5
06:13:00,39,0.65,3.25
06:13:00,52,0.866666667,4.333333335
06:13:00,35,0.583333333,2.916666665
06:13:00,58,0.966666667,4.833333335
06:13:00,56,0.933333333,4.666666665
06:13:00,42,0.7,3.5
06:13:00,44,0.733333333,3.666666665
06:13:00,41,0.683333333,3.416666665
06:13:00,54,0.9,4.5
06:13:00,54,0.9,4.5
06:13:00,47,0.783333333,3.916666665
06:13:00,60,1,5
06:13:00,55,0.916666667,4.583333335
06:13:00,46,0.766666667,3.833333335
06:13:00,45,0.75,3.75
06:13:00,55,0.916666667,4.583333335
06:13:00,58,0.966666667,4.833333335
06:13:00,58,0.966666667,4.833333335
06:13:00,42,0.7,3.5
06:13:00,38,0.633333333,3.166666665
06:13:00,58,0.966666667,4.833333335
06:13:00,58,0.966666667,4.833333335
06:13:00,51,0.85,4.25
06:13:00,40,0.666666667,3.333333335
06:13:00,33,0.55,2.75
06:13:00,32,0.533333333,2.666666665
06:13:00,57,0.95,4.75
06:13:00,44,0.733333333,3.666666665
06:13:00,44,0.733333333,3.666666665
06:13:00,60,1,5
06:13:00,44,0.733333333,3.666666665
06:13:00,42,0.7,3.5
06:14:00,42,0.7,3.5
06:14:00,58,0.966666667,4.833333335
06:14:00,37,0.616666667,3.083333335
06:14:00,47,0.783333333,3.916666665
06:14:00,53,0.883333333,4.416666665
06:14:00,49,0.816666667,4.083333335
06:14:00,51,0.85,4.25
06:14:00,49,0.816666667,4.083333335
06:14:00,31,0.516666667,2.583333335
06:14:00,60,1,5
06:14:00,45,0.75,3.75
06:14:00,54,0.9,4.5
06:14:00,59,0.983333333,4.916666665
06:14:00,36,0.6,3
06:14:00,36,0.6,3
06:14:00,54,0.9,4.5
06:14:00,52,0.866666667,4.333333335
06:14:00,36,0.6,3
06:14:00,52,0.866666667,4.333333335
06:14:00,41,0.683333333,3.416666665
06:14:00,49,0.816666667,4.083333335
06:14:00,45,0.75,3.75
06:14:00,55,0.916666667,4.583333335
06:14:00,50,0.833333333,4.166666665
06:14:00,52,0.866666667,4.333333335
06:14:00,47,0.783333333,3.916666665
06:14:00,38,0.633333333,3.166666665
06:14:00,59,0.983333333,4.916666665
06:14:00,57,0.95,4.75
06:14:00,34,0.566666667,2.833333335
06:14:00,55,0.916666667,4.583333335
06:14:00,39,0.65,3.25
06:14:00,56,0.933333333,4.666666665
06:14:00,39,0.65,3.25
06:14:00,57,0.95,4.75
06:14:00,34,0.566666667,2.833333335
06:14:00,59,0.983333333,4.916666665
06:14:00,53,0.883333333,4.416666665
06:14:00,38,0.633333333,3.166666665
06:14:00,55,0.916666667,4.583333335
06:14:00,33,0.55,2.75
06:14:00,39,0.65,3.25
06:14:00,60,1,5
06:14:00,40,0.666666667,3.333333335
06:14:00,37,0.616666667,3.083333335
06:14:00,42,0.7,3.5
06:14:00,37,0.616666667,3.083333335
06:14:00,55,0.916666667,4.583333335
06:14:00,56,0.933333333,4.666666665
06:14:00,36,0.6,3
06:14:00,46,0.766666667,3.833333335
06:14:00,56,0.933333333,4.666666665
06:14:00,48,0.8,4
06:14:00,32,0.533333333,2.666666665
06:14:00,41,0.683333333,3.416666665
06:14:00,40,0.666666667,3.333333335
06:14:00,38,0.633333333,3.166666665
06:14:00,56,0.933333333,4.666666665
06:14:00,34,0.566666667,2.833333335
06:14:00,36,0.6,3
06:15:00,59,0.983333333,4.916666665
06:15:00,54,0.9,4.5
06:15:00,34,0.566666667,2.833333335
06:15:00,40,0.666666667,3.333333335
06:15:00,48,0.8,4
06:15:00,54,0.9,4.5
06:15:00,45,0.75,3.75
06:15:00,49,0.816666667,4.083333335
06:15:00,59,0.983333333,4.916666665
06:15:00,44,0.733333333,3.666666665
06:15:00,35,0.583333333,2.916666665
06:15:00,57,0.95,4.75
06:15:00,50,0.833333333,4.166666665
06:15:00,32,0.533333333,2.666666665
06:15:00,33,0.55,2.75
06:15:00,51,0.85,4.25
06:15:00,35,0.583333333,2.916666665
06:15:00,38,0.633333333,3.166666665
06:15:00,47,0.783333333,3.916666665
06:15:00,36,0.6,3
06:15:00,51,0.85,4.25
06:15:00,34,0.566666667,2.833333335
06:15:00,32,0.533333333,2.666666665
06:15:00,38,0.633333333,3.166666665
06:15:00,42,0.7,3.5
06:15:00,48,0.8,4
06:15:00,40,0.666666667,3.333333335
06:15:00,46,0.766666667,3.833333335
06:15:00,59,0.983333333,4.916666665
06:15:00,53,0.883333333,4.416666665
06:15:00,35,0.583333333,2.916666665
06:15:00,42,0.7,3.5
06:15:00,36,0.6,3
06:15:00,31,0.516666667,2.583333335
06:15:00,35,0.583333333,2.916666665
06:15:00,58,0.966666667,4.833333335
06:15:00,33,0.55,2.75
06:15:00,48,0.8,4
06:15:00,47,0.783333333,3.916666665
06:15:00,44,0.733333333,3.666666665
06:15:00,32,0.533333333,2.666666665
06:15:00,52,0.866666667,4.333333335
06:15:00,37,0.616666667,3.083333335
06:15:00,47,0.783333333,3.916666665
06:15:00,40,0.666666667,3.333333335
06:15:00,40,0.666666667,3.333333335
06:15:00,48,0.8,4
06:15:00,35,0.583333333,2.916666665
06:15:00,45,0.75,3.75
06:15:00,31,0.516666667,2.583333335
06:15:00,46,0.766666667,3.833333335
06:15:00,52,0.866666667,4.333333335
06:15:00,52,0.866666667,4.333333335
06:15:00,35,0.583333333,2.916666665
06:15:00,31,0.516666667,2.583333335
06:15:00,36,0.6,3
06:15:00,50,0.833333333,4.166666665
06:15:00,34,0.566666667,2.833333335
06:15:00,50,0.833333333,4.166666665
06:15:00,43,0.716666667,3.583333335
06:16:00,53,0.883333333,4.416666665
06:16:00,56,0.933333333,4.666666665
06:16:00,47,0.783333333,3.916666665
06:16:00,56,0.933333333,4.666666665
06:16:00,31,0.516666667,2.583333335
06:16:00,57,0.95,4.75
06:16:00,57,0.95,4.75
06:16:00,38,0.633333333,3.166666665
06:16:00,55,0.916666667,4.583333335
06:16:00,42,0.7,3.5
06:16:00,41,0.683333333,3.416666665
06:16:00,31,0.516666667,2.583333335
06:16:00,38,0.633333333,3.166666665
06:16:00,33,0.55,2.75
06:16:00,50,0.833333333,4.166666665
06:16:00,41,0.683333333,3.416666665
06:16:00,48,0.8,4
06:16:00,59,0.983333333,4.916666665
06:16:00,33,0.55,2.75
06:16:00,59,0.983333333,4.916666665
06:16:00,55,0.916666667,4.583333335
06:16:00,58,0.966666667,4.833333335
06:16:00,49,0.816666667,4.083333335
06:16:00,52,0.866666667,4.333333335
06:16:00,48,0.8,4
06:16:00,44,0.733333333,3.666666665
06:16:00,47,0.783333333,3.916666665
06:16:00,31,0.516666667,2.583333335
06:16:00,57,0.95,4.75
06:16:00,47,0.783333333,3.916666665
06:16:00,53,0.883333333,4.416666665
06:16:00,55,0.916666667,4.583333335
06:16:00,59,0.983333333,4.916666665
06:16:00,43,0.716666667,3.583333335
06:16:00,56,0.933333333,4.666666665
06:16:00,40,0.666666667,3.333333335
06:16:00,56,0.933333333,4.666666665
06:16:00,47,0.783333333,3.916666665
06:16:00,31,0.516666667,2.583333335
06:16:00,51,0.85,4.25
06:16:00,32,0.533333333,2.666666665
06:16:00,32,0.533333333,2.666666665
06:16:00,31,0.516666667,2.583333335
06:16:00,52,0.866666667,4.333333335
06:16:00,51,0.85,4.25
06:16:00,37,0.616666667,3.083333335
06:16:00,43,0.716666667,3.583333335
06:16:00,33,0.55,2.75
06:16:00,53,0.883333333,4.416666665
06:16:00,38,0.633333333,3.166666665
06:16:00,38,0.633333333,3.166666665
06:16:00,57,0.95,4.75
06:16:00,36,0.6,3
06:16:00,57,0.95,4.75
06:16:00,33,0.55,2.75
06:16:00,41,0.683333333,3.416666665
06:16:00,50,0.833333333,4.166666665
06:16:00,39,0.65,3.25
06:16:00,35,0.583333333,2.916666665
06:16:00,39,0.65,3.25
06:17:00,42,0.7,3.5
06:17:00,32,0.533333333,2.666666665
06:17:00,34,0.566666667,2.833333335
06:17:00,37,0.616666667,3.083333335
06:17:00,46,0.766666667,3.833333335
06:17:00,51,0.85,4.25
06:17:00,53,0.883333333,4.416666665
06:17:00,37,0.616666667,3.083333335
06:17:00,41,0.683333333,3.416666665
06:17:00,60,1,5
06:17:00,37,0.616666667,3.083333335
06:17:00,51,0.85,4.25
06:17:00,53,0.883333333,4.416666665
06:17:00,45,0.75,3.75
06:17:00,43,0.716666667,3.583333335
06:17:00,35,0.583333333,2.916666665
06:17:00,43,0.716666667,3.583333335
06:17:00,51,0.85,4.25
06:17:00,39,0.65,3.25
06:17:00,44,0.733333333,3.666666665
06:17:00,42,0.7,3.5
06:17:00,48,0.8,4
06:17:00,37,0.616666667,3.083333335
06:17:00,42,0.7,3.5
06:17:00,60,1,5
06:17:00,57,0.95,4.75
06:17:00,44,0.733333333,3.666666665
06:17:00,57,0.95,4.75
06:17:00,38,0.633333333,3.166666665
06:17:00,55,0.916666667,4.583333335
06:17:00,35,0.583333333,2.916666665
06:17:00,48,0.8,4
06:17:00,46,0.766666667,3.833333335
06:17:00,35,0.583333333,2.916666665
06:17:00,37,0.616666667,3.083333335
06:17:00,31,0.516666667,2.583333335
06:17:00,40,0.666666667,3.333333335
06:17:00,58,0.966666667,4.833333335
06:17:00,34,0.566666667,2.833333335
06:17:00,42,0.7,3.5
06:17:00,59,0.983333333,4.916666665
06:17:00,42,0.7,3.5
06:17:00,36,0.6,3
06:17:00,54,0.9,4.5
06:17:00,54,0.9,4.5
06:17:00,60,1,5
06:17:00,58,0.966666667,4.833333335
06:17:00,51,0.85,4.25
06:17:00,31,0.516666667,2.583333335
06:17:00,35,0.583333333,2.916666665
06:17:00,49,0.816666667,4.083333335
06:17:00,31,0.516666667,2.583333335
06:17:00,47,0.783333333,3.916666665
06:17:00,41,0.683333333,3.416666665
06:17:00,45,0.75,3.75
06:17:00,59,0.983333333,4.916666665
06:17:00,38,0.633333333,3.166666665
06:17:00,58,0.966666667,4.833333335
06:17:00,45,0.75,3.75
06:17:00,46,0.766666667,3.833333335
06:18:00,58,0.966666667,4.833333335
06:18:00,53,0.883333333,4.416666665
06:18:00,59,0.983333333,4.916666665
06:18:00,51,0.85,4.25
06:18:00,38,0.633333333,3.166666665
06:18:00,56,0.933333333,4.666666665
06:18:00,58,0.966666667,4.833333335
06:18:00,34,0.566666667,2.833333335
06:18:00,31,0.516666667,2.583333335
06:18:00,36,0.6,3
06:18:00,43,0.716666667,3.583333335
06:18:00,32,0.533333333,2.666666665
06:18:00,55,0.916666667,4.583333335
06:18:00,52,0.866666667,4.333333335
06:18:00,38,0.633333333,3.166666665
06:18:00,34,0.566666667,2.833333335
06:18:00,43,0.716666667,3.583333335
06:18:00,43,0.716666667,3.583333335
06:18:00,54,0.9,4.5
06:18:00,36,0.6,3
06:18:00,60,1,5
06:18:00,46,0.766666667,3.833333335
06:18:00,60,1,5
06:18:00,38,0.633333333,3.166666665
06:18:00,58,0.966666667,4.833333335
06:18:00,38,0.633333333,3.166666665
06:18:00,52,0.866666667,4.333333335
06:18:00,49,0.816666667,4.083333335
06:18:00,60,1,5
06:18:00,38,0.633333333,3.166666665
06:18:00,41,0.683333333,3.416666665
06:18:00,42,0.7,3.5
06:18:00,34,0.566666667,2.833333335
06:18:00,40,0.666666667,3.333333335
06:18:00,37,0.616666667,3.083333335
06:18:00,31,0.516666667,2.583333335
06:18:00,56,0.933333333,4.666666665
06:18:00,38,0.633333333,3.166666665
06:18:00,52,0.866666667,4.333333335
06:18:00,52,0.866666667,4.333333335
06:18:00,50,0.833333333,4.166666665
06:18:00,37,0.616666667,3.083333335
06:18:00,40,0.666666667,3.333333335
06:18:00,31,0.516666667,2.583333335
06:18:00,53,0.883333333,4.416666665
06:18:00,38,0.633333333,3.166666665
06:18:00,35,0.583333333,2.916666665
06:18:00,55,0.916666667,4.583333335
06:18:00,60,1,5
06:18:00,32,0.533333333,2.666666665
06:18:00,38,0.633333333,3.166666665
06:18:00,59,0.983333333,4.916666665
06:18:00,56,0.933333333,4.666666665
06:18:00,50,0.833333333,4.166666665
06:18:00,44,0.733333333,3.666666665
06:18:00,58,0.966666667,4.833333335
06:18:00,48,0.8,4
06:18:00,54,0.9,4.5
06:18:00,31,0.516666667,2.583333335
06:18:00,53,0.883333333,4.416666665
06:19:00,57,0.95,4.75
06:19:00,49,0.816666667,4.083333335
06:19:00,57,0.95,4.75
06:19:00,49,0.816666667,4.083333335
06:19:00,54,0.9,4.5
06:19:00,53,0.883333333,4.416666665
06:19:00,45,0.75,3.75
06:19:00,33,0.55,2.75
06:19:00,55,0.916666667,4.583333335
06:19:00,55,0.916666667,4.583333335
06:19:00,45,0.75,3.75
06:19:00,35,0.583333333,2.916666665
06:19:00,37,0.616666667,3.083333335
06:19:00,42,0.7,3.5
06:19:00,47,0.783333333,3.916666665
06:19:00,59,0.983333333,4.916666665
06:19:00,48,0.8,4
06:19:00,57,0.95,4.75
06:19:00,33,0.55,2.75
06:19:00,57,0.95,4.75
06:19:00,59,0.983333333,4.916666665
06:19:00,41,0.683333333,3.416666665
06:19:00,49,0.816666667,4.083333335
06:19:00,60,1,5
06:19:00,60,1,5
06:19:00,33,0.55,2.75
06:19:00,56,0.933333333,4.666666665
06:19:00,57,0.95,4.75
06:19:00,42,0.7,3.5
06:19:00,57,0.95,4.75
06:19:00,45,0.75,3.75
06:19:00,32,0.533333333,2.666666665
06:19:00,38,0.633333333,3.166666665
06:19:00,58,0.966666667,4.833333335
06:19:00,41,0.683333333,3.416666665
06:19:00,57,0.95,4.75
06:19:00,59,0.983333333,4.916666665
06:19:00,49,0.816666667,4.083333335
06:19:00,59,0.983333333,4.916666665
06:19:00,45,0.75,3.75
06:19:00,41,0.683333333,3.416666665
06:19:00,60,1,5
06:19:00,47,0.783333333,3.916666665
06:19:00,43,0.716666667,3.583333335
06:19:00,47,0.783333333,3.916666665
06:19:00,37,0.616666667,3.083333335
06:19:00,31,0.516666667,2.583333335
06:19:00,38,0.633333333,3.166666665
06:19:00,51,0.85,4.25
06:19:00,32,0.533333333,2.666666665
06:19:00,55,0.916666667,4.583333335
06:19:00,42,0.7,3.5
06:19:00,32,0.533333333,2.666666665
06:19:00,37,0.616666667,3.083333335
06:19:00,50,0.833333333,4.166666665
06:19:00,44,0.733333333,3.666666665
06:19:00,43,0.716666667,3.583333335
06:19:00,35,0.583333333,2.916666665
06:19:00,35,0.583333333,2.916666665
06:19:00,56,0.933333333,4.666666665
06:20:00,43,0.716666667,3.583333335
06:20:00,58,0.966666667,4.833333335
06:20:00,57,0.95,4.75
06:20:00,31,0.516666667,2.583333335
06:20:00,39,0.65,3.25
06:20:00,36,0.6,3
06:20:00,37,0.616666667,3.083333335
06:20:00,35,0.583333333,2.916666665
06:20:00,44,0.733333333,3.666666665
06:20:00,51,0.85,4.25
06:20:00,45,0.75,3.75
06:20:00,59,0.983333333,4.916666665
06:20:00,49,0.816666667,4.083333335
06:20:00,48,0.8,4
06:20:00,51,0.85,4.25
06:20:00,44,0.733333333,3.666666665
06:20:00,46,0.766666667,3.833333335
06:20:00,56,0.933333333,4.666666665
06:20:00,34,0.566666667,2.833333335
06:20:00,54,0.9,4.5
06:20:00,56,0.933333333,4.666666665
06:20:00,47,0.783333333,3.916666665
06:20:00,41,0.683333333,3.416666665
06:20:00,50,0.833333333,4.166666665
06:20:00,53,0.883333333,4.416666665
06:20:00,41,0.683333333,3.416666665
06:20:00,42,0.7,3.5
06:20:00,45,0.75,3.75
06:20:00,59,0.983333333,4.916666665
06:20:00,40,0.666666667,3.333333335
06:20:00,50,0.833333333,4.166666665
06:20:00,45,0.75,3.75
06:20:00,59,0.983333333,4.916666665
06:20:00,31,0.516666667,2.583333335
06:20:00,51,0.85,4.25
06:20:00,40,0.666666667,3.333333335
06:20:00,42,0.7,3.5
06:20:00,47,0.783333333,3.916666665
06:20:00,43,0.716666667,3.583333335
06:20:00,48,0.8,4
06:20:00,31,0.516666667,2.583333335
06:20:00,32,0.533333333,2.666666665
06:20:00,56,0.933333333,4.666666665
06:20:00,52,0.866666667,4.333333335
06:20:00,49,0.816666667,4.083333335
06:20:00,60,1,5
06:20:00,53,0.883333333,4.416666665
06:20:00,34,0.566666667,2.833333335
06:20:00,42,0.7,3.5
06:20:00,57,0.95,4.75
06:20:00,41,0.683333333,3.416666665
06:20:00,39,0.65,3.25
06:20:00,39,0.65,3.25
06:20:00,32,0.533333333,2.666666665
06:20:00,49,0.816666667,4.083333335
06:20:00,58,0.966666667,4.833333335
06:20:00,60,1,5
06:20:00,60,1,5
06:20:00,56,0.933333333,4.666666665
06:20:00,34,0.566666667,2.833333335
06:21:00,46,0.766666667,3.833333335
06:21:00,51,0.85,4.25
